name,region,prefix,set_code,set_type,release_date,set_card_list_name,set_card_gallery_name,image_url
20th Anniversary Legend Collection,Japanese,20TH-JPC,20TH,Booster pack,2019-02-09,Set Card Lists:20th Anniversary Legend Collection (OCG-JP),Set Card Galleries:20th Anniversary Legend Collection (OCG-JP),https://ms.yugipedia.com//7/7e/20THC-BoosterJP.png
20th Anniversary Legend Selection,Japanese,WP01-JP,WP01,Booster pack,2020-03-28,Set Card Lists:20th Anniversary Legend Selection (OCG-JP),Set Card Galleries:20th Anniversary Legend Selection (OCG-JP),https://ms.yugipedia.com//6/68/WP01-BoosterJP.png
20th Anniversary Legendary Dragons,Japanese,VP18-JP,VP18,Booster pack,2018-05-21,Set Card Lists:20th Anniversary Legendary Dragons (OCG-JP),Set Card Galleries:20th Anniversary Legendary Dragons (OCG-JP),https://ms.yugipedia.com//3/3c/VP18-BoosterJP.png
20th Anniversary Monster Art Box,Japanese,YMAB-JP,YMAB,Promotional card,2019-11-20,Set Card Lists:20th Anniversary Monster Art Box (OCG-JP),Set Card Galleries:20th Anniversary Monster Art Box (OCG-JP),https://ms.yugipedia.com//b/b6/YMAB-PromoJP.png
20th Anniversary Pack 1st Wave,Japanese,20AP-JP,20AP,Booster pack,2016-12-17,Set Card Lists:20th Anniversary Pack 1st Wave (OCG-JP),Set Card Galleries:20th Anniversary Pack 1st Wave (OCG-JP),https://ms.yugipedia.com//7/72/20AP-BoosterJP-1stWave.png
20th Anniversary Pack 2nd Wave,Japanese,20AP-JP,20AP,Booster pack,2017-02-11,Set Card Lists:20th Anniversary Pack 2nd Wave (OCG-JP),Set Card Galleries:20th Anniversary Pack 2nd Wave (OCG-JP),https://ms.yugipedia.com//3/3b/20AP-BoosterJP-2ndWave.png
20th Anniversary Secret Selection,Japanese,VP19-JP,VP19,Booster pack,2019-08-01,Set Card Lists:20th Anniversary Secret Selection (OCG-JP),Set Card Galleries:20th Anniversary Secret Selection (OCG-JP),https://ms.yugipedia.com//b/b9/VP19-BoosterJP.png
20th Anniversary Set,Japanese,20TH-JPS,20TH,,2018-08-18,Set Card Lists:20th Anniversary Set (OCG-JP),Set Card Galleries:20th Anniversary Set (OCG-JP),https://ms.yugipedia.com//3/36/20THS-PromoJP.png
20th Legendary Collection,Japanese,VP15-JP,VP15,Booster pack,2015-05-28,Set Card Lists:20th Legendary Collection (OCG-JP),Set Card Galleries:20th Legendary Collection (OCG-JP),https://ms.yugipedia.com//4/46/VP15-BoosterJP.png
20th Rival Collection,Japanese,VP16-JP,VP16,Booster pack,2016-07-21,Set Card Lists:20th Rival Collection (OCG-JP),Set Card Galleries:20th Rival Collection (OCG-JP),https://ms.yugipedia.com//7/70/VP16-BoosterJP.png
20th Secret Rare Challenge Pack,Japanese,20CP-JPC,20CP,Booster pack,2019-02-23,Set Card Lists:20th Secret Rare Challenge Pack (OCG-JP),Set Card Galleries:20th Secret Rare Challenge Pack (OCG-JP),https://ms.yugipedia.com//e/e2/20CPC-BoosterJP.png
20th Secret Rare Final Challenge Pack,Japanese,20CP-JPF,20CP,Booster pack,2020-01-11,Set Card Lists:20th Secret Rare Final Challenge Pack (OCG-JP),Set Card Galleries:20th Secret Rare Final Challenge Pack (OCG-JP),https://ms.yugipedia.com//9/9c/20CPF-BoosterJP.png
20th Secret Rare Special Pack,Japanese,20CP-JPS,20CP,Booster pack,2019-02-09,Set Card Lists:20th Secret Rare Special Pack (OCG-JP),Set Card Galleries:20th Secret Rare Special Pack (OCG-JP),https://ms.yugipedia.com//0/0c/20CPS-BoosterJP.png
25th Anniversary Ultimate Kaiba Set,Japanese,KC01-JP,KC01,Collector's Set,2022-04-23,Set Card Lists:25th Anniversary Ultimate Kaiba Set (OCG-JP),Set Card Galleries:25th Anniversary Ultimate Kaiba Set (OCG-JP),https://ms.yugipedia.com//f/ff/KC01-PromoEN.png
3x3 Japan Championship 2025 Finals prize cards,Japanese,,,,,Set Card Lists:3x3 Japan Championship 2025 Finals prize cards (OCG-JP),,
3x3 Japan Championship 2025 Qualifiers April prize card,Japanese,25YA-JP,25YA,Prize card,2025-04-13,Set Card Lists:3x3 Japan Championship 2025 Qualifiers April prize card (OCG-JP),,https://ms.yugipedia.com//c/ca/3x3_Japan_Championship_2025.png
@Ignister Duel Set,Japanese,19YJ-JPT,19YJ,Promotional card,2019-11-03,Set Card Lists:@Ignister Duel Set (OCG-JP),Set Card Galleries:@Ignister Duel Set (OCG-JP),https://ms.yugipedia.com//b/bb/IgnisterDuelSet-PromoJP.png
Absolute Powerforce,Japanese,ABPF-JP,ABPF,Booster pack,2009-11-14,Set Card Lists:Absolute Powerforce (OCG-JP),Set Card Galleries:Absolute Powerforce (OCG-JP),https://ms.yugipedia.com//2/2c/ABPF-BoosterEN.png
Absolute Powerforce 2-Pack Set,Japanese,ABPF-JP,ABPF,Promotional cards,2009-12-26,Set Card Lists:Absolute Powerforce 2-Pack Set (OCG-JP),Set Card Galleries:Absolute Powerforce 2-Pack Set (OCG-JP),https://ms.yugipedia.com//9/9d/ABPF-PromoJP.png
Abyss Rising,Japanese,ABYR-JP,ABYR,Booster pack,2012-07-21,Set Card Lists:Abyss Rising (OCG-JP),Set Card Galleries:Abyss Rising (OCG-JP),https://ms.yugipedia.com//f/fa/ABYR-BoosterEN.png
Academy Duel Disk,Japanese,,,,,Set Card Lists:Academy Duel Disk (OCG-JP),Set Card Galleries:Academy Duel Disk (OCG-JP),
Academy Duel Disk Limited Edition,Japanese,ADD-JP,ADD,Duel Disk promotional cards,2006-04-27,Set Card Lists:Academy Duel Disk Limited Edition (OCG-JP),Set Card Galleries:Academy Duel Disk Limited Edition (OCG-JP),https://ms.yugipedia.com//1/1f/ADD-PromoJP.png
Academy Duel Disk Osiris Red promotional cards,Japanese,ADDR-JP,ADDR,Duel Disk promotional cards,2007-11-23,Set Card Lists:Academy Duel Disk Osiris Red promotional cards (OCG-JP),Set Card Galleries:Academy Duel Disk Osiris Red promotional cards (OCG-JP),https://ms.yugipedia.com//f/fd/ADDR-PromoJP.jpg
Academy Duel Disk Special Set,Japanese,ADDS-JP,ADDS,Duel Disk promotional cards,2006-11-09,Set Card Lists:Academy Duel Disk Special Set (OCG-JP),Set Card Galleries:Academy Duel Disk Special Set (OCG-JP),https://ms.yugipedia.com//4/46/ADDS-PromoJP.jpg
Advanced Tournament Pack 2013 Vol.1,Japanese,AT01-JP,AT01,Booster pack,2013-01-01,Set Card Lists:Advanced Tournament Pack 2013 Vol.1 (OCG-JP),Set Card Galleries:Advanced Tournament Pack 2013 Vol.1 (OCG-JP),https://ms.yugipedia.com//b/b4/AT01-BoosterJP.png
Advanced Tournament Pack 2013 Vol.2,Japanese,AT02-JP,AT02,Booster pack,2013-04-01,Set Card Lists:Advanced Tournament Pack 2013 Vol.2 (OCG-JP),Set Card Galleries:Advanced Tournament Pack 2013 Vol.2 (OCG-JP),https://ms.yugipedia.com//c/cc/AT02-BoosterJP.png
Advanced Tournament Pack 2013 Vol.3,Japanese,AT03-JP,AT03,Booster pack,2013-07-01,Set Card Lists:Advanced Tournament Pack 2013 Vol.3 (OCG-JP),Set Card Galleries:Advanced Tournament Pack 2013 Vol.3 (OCG-JP),https://ms.yugipedia.com//6/69/AT03-BoosterJP.png
Advanced Tournament Pack 2013 Vol.4,Japanese,AT04-JP,AT04,Booster pack,2013-11-01,Set Card Lists:Advanced Tournament Pack 2013 Vol.4 (OCG-JP),Set Card Galleries:Advanced Tournament Pack 2013 Vol.4 (OCG-JP),https://ms.yugipedia.com//7/7c/AT04-BoosterJP.png
Advanced Tournament Pack 2014 Vol.1,Japanese,AT05-JP,AT05,Booster pack,2014-01-01,Set Card Lists:Advanced Tournament Pack 2014 Vol.1 (OCG-JP),Set Card Galleries:Advanced Tournament Pack 2014 Vol.1 (OCG-JP),https://ms.yugipedia.com//2/2d/AT05-BoosterJP.png
Advanced Tournament Pack 2014 Vol.2,Japanese,AT06-JP,AT06,Booster pack,2014-04-19,Set Card Lists:Advanced Tournament Pack 2014 Vol.2 (OCG-JP),Set Card Galleries:Advanced Tournament Pack 2014 Vol.2 (OCG-JP),https://ms.yugipedia.com//5/5d/AT06-BoosterJP.png
Advanced Tournament Pack 2014 Vol.3,Japanese,AT07-JP,AT07,Booster pack,2014-07-01,Set Card Lists:Advanced Tournament Pack 2014 Vol.3 (OCG-JP),Set Card Galleries:Advanced Tournament Pack 2014 Vol.3 (OCG-JP),https://ms.yugipedia.com//5/56/AT07-BoosterJP.png
Advanced Tournament Pack 2014 Vol.4,Japanese,AT08-JP,AT08,Booster pack,2014-10-01,Set Card Lists:Advanced Tournament Pack 2014 Vol.4 (OCG-JP),Set Card Galleries:Advanced Tournament Pack 2014 Vol.4 (OCG-JP),https://ms.yugipedia.com//7/71/AT08-BoosterJP.png
Advanced Tournament Pack 2015 Vol.1,Japanese,AT09-JP,AT09,Booster pack,2015-01-01,Set Card Lists:Advanced Tournament Pack 2015 Vol.1 (OCG-JP),Set Card Galleries:Advanced Tournament Pack 2015 Vol.1 (OCG-JP),https://ms.yugipedia.com//5/56/AT09-BoosterJP.png
Advanced Tournament Pack 2015 Vol.2,Japanese,AT10-JP,AT10,Booster pack,2015-05-01,Set Card Lists:Advanced Tournament Pack 2015 Vol.2 (OCG-JP),Set Card Galleries:Advanced Tournament Pack 2015 Vol.2 (OCG-JP),https://ms.yugipedia.com//9/9e/AT10-BoosterJP.png
Advanced Tournament Pack 2015 Vol.3,Japanese,AT11-JP,AT11,Booster pack,2015-07-01,Set Card Lists:Advanced Tournament Pack 2015 Vol.3 (OCG-JP),Set Card Galleries:Advanced Tournament Pack 2015 Vol.3 (OCG-JP),https://ms.yugipedia.com//1/1c/AT11-BoosterJP.png
Advanced Tournament Pack 2015 Vol.4,Japanese,AT12-JP,AT12,Booster pack,2015-10-01,Set Card Lists:Advanced Tournament Pack 2015 Vol.4 (OCG-JP),Set Card Galleries:Advanced Tournament Pack 2015 Vol.4 (OCG-JP),https://ms.yugipedia.com//9/9a/AT12-BoosterJP.png
Advanced Tournament Pack 2016 Vol.1,Japanese,AT13-JP,AT13,Booster pack,2016-01-01,Set Card Lists:Advanced Tournament Pack 2016 Vol.1 (OCG-JP),Set Card Galleries:Advanced Tournament Pack 2016 Vol.1 (OCG-JP),https://ms.yugipedia.com//e/e2/AT13-BoosterJP.png
Advanced Tournament Pack 2016 Vol.2,Japanese,AT14-JP,AT14,Booster pack,2016-04-01,Set Card Lists:Advanced Tournament Pack 2016 Vol.2 (OCG-JP),Set Card Galleries:Advanced Tournament Pack 2016 Vol.2 (OCG-JP),https://ms.yugipedia.com//0/09/AT14-BoosterJP.png
Advanced Tournament Pack 2016 Vol.3,Japanese,AT15-JP,AT15,Booster pack,2016-07-01,Set Card Lists:Advanced Tournament Pack 2016 Vol.3 (OCG-JP),Set Card Galleries:Advanced Tournament Pack 2016 Vol.3 (OCG-JP),https://ms.yugipedia.com//d/db/AT15-BoosterJP.png
Advanced Tournament Pack 2016 Vol.4,Japanese,AT16-JP,AT16,Booster pack,2016-10-01,Set Card Lists:Advanced Tournament Pack 2016 Vol.4 (OCG-JP),Set Card Galleries:Advanced Tournament Pack 2016 Vol.4 (OCG-JP),https://ms.yugipedia.com//6/6b/AT16-BoosterJP.png
Advanced Tournament Pack 2017 Vol.1,Japanese,AT17-JP,AT17,Booster pack,2017-01-01,Set Card Lists:Advanced Tournament Pack 2017 Vol.1 (OCG-JP),Set Card Galleries:Advanced Tournament Pack 2017 Vol.1 (OCG-JP),https://ms.yugipedia.com//d/d9/AT17-BoosterJP.png
Advent of Union,Japanese,302,302,Booster pack,2002-07-18,Set Card Lists:Advent of Union (OCG-JP),Set Card Galleries:Advent of Union (OCG-JP),https://ms.yugipedia.com//0/07/302-BoosterJP.jpg
Age of Overlord,Japanese,AGOV-JP,AGOV,Booster pack,2023-07-22,Set Card Lists:Age of Overlord (OCG-JP),Set Card Galleries:Age of Overlord (OCG-JP),https://ms.yugipedia.com//6/60/AGOV-BoosterEN.png
Age of Overlord +1 Bonus Pack,Japanese,AGOV-JPS,AGOV,Booster pack,2023-07-22,Set Card Lists:Age of Overlord +1 Bonus Pack (OCG-JP),Set Card Galleries:Age of Overlord +1 Bonus Pack (OCG-JP),https://ms.yugipedia.com//7/78/AGOV-BoosterJP-BonusPack.png
Alliance Insight,Japanese,ALIN-JP,ALIN,Booster pack,2025-01-25,Set Card Lists:Alliance Insight (OCG-JP),Set Card Galleries:Alliance Insight (OCG-JP),https://ms.yugipedia.com//2/2a/ALIN-BoosterEN.png
Alliance Insight +1 Bonus Pack,Japanese,ALIN-JPS,ALIN,Booster pack,2025-01-25,Set Card Lists:Alliance Insight +1 Bonus Pack (OCG-JP),,https://ms.yugipedia.com//0/09/ALIN-BoosterJP-BonusPack.png
Ancient Prophecy,Japanese,ANPR-JP,ANPR,Booster pack,2009-04-18,Set Card Lists:Ancient Prophecy (OCG-JP),Set Card Galleries:Ancient Prophecy (OCG-JP),https://ms.yugipedia.com//4/42/ANPR-BoosterEN.jpg
Ancient Prophecy 2-Pack Set,Japanese,ANPR-JP,ANPR,Promotional card,2009-05-30,Set Card Lists:Ancient Prophecy 2-Pack Set (OCG-JP),Set Card Galleries:Ancient Prophecy 2-Pack Set (OCG-JP),https://ms.yugipedia.com//b/be/ANPR-PromoJP.png
Animation Chronicle 2021,Japanese,AC01-JP,AC01,Booster pack,2021-06-12,Set Card Lists:Animation Chronicle 2021 (OCG-JP),Set Card Galleries:Animation Chronicle 2021 (OCG-JP),https://ms.yugipedia.com//d/de/AC01-BoosterJP.png
Animation Chronicle 2022,Japanese,AC02-JP,AC02,Booster pack,2022-06-11,Set Card Lists:Animation Chronicle 2022 (OCG-JP),Set Card Galleries:Animation Chronicle 2022 (OCG-JP),https://ms.yugipedia.com//2/2d/AC02-BoosterJP.png
Animation Chronicle 2023,Japanese,AC03-JP,AC03,Booster pack,2023-06-10,Set Card Lists:Animation Chronicle 2023 (OCG-JP),Set Card Galleries:Animation Chronicle 2023 (OCG-JP),https://ms.yugipedia.com//c/cf/AC03-BoosterJP.png
Animation Chronicle 2024,Japanese,AC04-JP,AC04,Booster pack,2024-06-22,Set Card Lists:Animation Chronicle 2024 (OCG-JP),Set Card Galleries:Animation Chronicle 2024 (OCG-JP),https://ms.yugipedia.com//0/07/AC04-BoosterJP.png
Anniversary Pack,Japanese,YAP1-JP,YAP1,Booster pack,2008-12-20,Set Card Lists:Anniversary Pack (OCG-JP),Set Card Galleries:Anniversary Pack (OCG-JP),https://ms.yugipedia.com//e/ef/YAP1-BoosterEN.png
Area Championship 2023 prize card,Japanese,23YA-JP,23YA,Prize card,2023-08-12,Set Card Lists:Area Championship 2023 prize card (OCG-JP),Set Card Galleries:Area Championship 2023 prize card (OCG-JP),https://ms.yugipedia.com//7/7f/AreaChampionship2023.png
Area Championship 2024 August prize card,Japanese,24YA-JP,24YA,Prize card,2024-08-10,Set Card Lists:Area Championship 2024 August prize card (OCG-JP),,https://ms.yugipedia.com//9/97/AreaChampionship2024.png
Area Championship 2024 December prize card,Japanese,24YA-JP,24YA,Prize card,2024-12-21,Set Card Lists:Area Championship 2024 December prize card (OCG-JP),,https://ms.yugipedia.com//9/97/AreaChampionship2024.png
Area Championship 2024 June prize card,Japanese,24YA-JP,24YA,Prize card,2024-06-22,Set Card Lists:Area Championship 2024 June prize card (OCG-JP),,https://ms.yugipedia.com//9/97/AreaChampionship2024.png
"Armillyre, the Starleader Dragon Duel Set",Japanese,19YJ-JPO,19YJ,Promotional card,2019-05-11,"Set Card Lists:Armillyre, the Starleader Dragon Duel Set (OCG-JP)","Set Card Galleries:Armillyre, the Starleader Dragon Duel Set (OCG-JP)",https://ms.yugipedia.com//2/25/ArmillyretheStarleaderDragonDuelSet-PromoJP.png
Asia Championship 2001 prize cards,Japanese,T3-JP,T3,Prize card,2000-08-20,Set Card Lists:Asia Championship 2001 prize cards (OCG-JP),Set Card Galleries:Asia Championship 2001 prize cards (OCG-JP),https://ms.yugipedia.com//7/75/Asia_Championship_2001_winner_letter.png
Awakening of the Possessed Duel Set,Japanese,19YJ-JPT,19YJ,Promotional card,2019-11-03,Set Card Lists:Awakening of the Possessed Duel Set (OCG-JP),Set Card Galleries:Awakening of the Possessed Duel Set (OCG-JP),https://ms.yugipedia.com//6/68/AwakeningofthePossessedDuelSet-PromoJP.png
Battle of Chaos,Japanese,BACH-JP,BACH,Booster pack,2021-10-16,Set Card Lists:Battle of Chaos (OCG-JP),Set Card Galleries:Battle of Chaos (OCG-JP),https://ms.yugipedia.com//1/12/BACH-BoosterEN.png
Battle of Chaos +1 Bonus Pack,Japanese,BACH-JPS,BACH,Booster pack,2021-10-16,Set Card Lists:Battle of Chaos +1 Bonus Pack (OCG-JP),Set Card Galleries:Battle of Chaos +1 Bonus Pack (OCG-JP),https://ms.yugipedia.com//d/dd/BACH-BoosterJP-BonusPack.png
Beginner's Edition 1 (2011),Japanese,BE01-JP,BE01,Booster pack,2011-05-14,Set Card Lists:Beginner's Edition 1 (2011) (OCG-JP),Set Card Galleries:Beginner's Edition 1 (2011) (OCG-JP),https://ms.yugipedia.com//1/10/BE01-BoosterJP.png
Beginner's Edition 1,Japanese,BE1-JP,BE1,Booster pack,2004-06-24,Set Card Lists:Beginner's Edition 1 (OCG-JP),Set Card Galleries:Beginner's Edition 1 (OCG-JP),https://ms.yugipedia.com//c/cb/BE1-BoosterJP.png
Beginner's Edition 2 (2011),Japanese,BE02-JP,BE02,Booster pack,2011-08-13,Set Card Lists:Beginner's Edition 2 (2011) (OCG-JP),Set Card Galleries:Beginner's Edition 2 (2011) (OCG-JP),https://ms.yugipedia.com//d/d5/BE02-BoosterJP.png
Beginner's Edition 2,Japanese,BE2-JP,BE2,Booster pack,2004-12-09,Set Card Lists:Beginner's Edition 2 (OCG-JP),Set Card Galleries:Beginner's Edition 2 (OCG-JP),https://ms.yugipedia.com//d/de/BE2-BoosterJP.png
Beginners Pack,Japanese,BP1,BP1,,2004-02-05,Set Card Lists:Beginners Pack (OCG-JP),Set Card Galleries:Beginners Pack (OCG-JP),https://ms.yugipedia.com//e/e9/BP1-PromoJP.png
Beginners' Class 2012 promotional cards,Japanese,ST12-JP,ST12,Promotional card,2012-04-14,Set Card Lists:Beginners' Class 2012 promotional cards (OCG-JP),Set Card Galleries:Beginners' Class 2012 promotional cards (OCG-JP),https://ms.yugipedia.com//3/39/ST12-PromoJP.png
Blazing Vortex,Japanese,BLVO-JP,BLVO,Booster pack,2020-10-31,Set Card Lists:Blazing Vortex (OCG-JP),Set Card Galleries:Blazing Vortex (OCG-JP),https://ms.yugipedia.com//3/3d/BLVO-BoosterEN.png
Blazing Vortex +1 Bonus Pack,Japanese,BLVO-JPS,BLVO,Booster pack,2020-10-31,Set Card Lists:Blazing Vortex +1 Bonus Pack (OCG-JP),Set Card Galleries:Blazing Vortex +1 Bonus Pack (OCG-JP),https://ms.yugipedia.com//2/2c/BLVO-BoosterJP-BonusPack.png
Booster 1,Japanese,,,Booster pack,1999-03-01,Set Card Lists:Booster 1 (OCG-JP),Set Card Galleries:Booster 1 (OCG-JP),https://ms.yugipedia.com//c/c5/B1-HousingMount.png
Booster 2,Japanese,,,Booster pack,1999-05-25,Set Card Lists:Booster 2 (OCG-JP),Set Card Galleries:Booster 2 (OCG-JP),https://ms.yugipedia.com//9/93/B2-HousingMount.png
Booster 3,Japanese,,,Booster pack,1999-07-05,Set Card Lists:Booster 3 (OCG-JP),Set Card Galleries:Booster 3 (OCG-JP),https://ms.yugipedia.com//e/ed/B3-HousingMount.png
Booster 4,Japanese,,,Booster pack,1999-08-26,Set Card Lists:Booster 4 (OCG-JP),Set Card Galleries:Booster 4 (OCG-JP),https://ms.yugipedia.com//f/f7/B4-HousingMount.png
Booster 5,Japanese,,,Booster pack,1999-10-17,Set Card Lists:Booster 5 (OCG-JP),Set Card Galleries:Booster 5 (OCG-JP),https://ms.yugipedia.com//4/4e/B5-HousingMount.png
Booster 6,Japanese,,,Booster pack,1999-12-01,Set Card Lists:Booster 6 (OCG-JP),Set Card Galleries:Booster 6 (OCG-JP),https://ms.yugipedia.com//6/67/B6-HousingMount.png
Booster 7,Japanese,,,Booster pack,2000-03-01,Set Card Lists:Booster 7 (OCG-JP),Set Card Galleries:Booster 7 (OCG-JP),https://ms.yugipedia.com//1/13/B7-HousingMount.png
Booster Chronicle,Japanese,BC-JP,BC,Booster pack,2001-08-30,Set Card Lists:Booster Chronicle (OCG-JP),Set Card Galleries:Booster Chronicle (OCG-JP),https://ms.yugipedia.com//b/b8/BC-BoosterJP.jpg
Booster Pack Collectors Tin 2003,Japanese,BPT-J,BPT,Collectible tin,2003-01-16,Set Card Lists:Booster Pack Collectors Tin 2003 (OCG-JP),Set Card Galleries:Booster Pack Collectors Tin 2003 (OCG-JP),https://ms.yugipedia.com//a/a7/BPT-PromoJP.png
Booster Pack Collectors Tin 2004,Japanese,BPT-J,BPT,Collectible tin,2004-01-21,Set Card Lists:Booster Pack Collectors Tin 2004 (OCG-JP),Set Card Galleries:Booster Pack Collectors Tin 2004 (OCG-JP),https://ms.yugipedia.com//b/b9/BPT2-PromoJP.png
Booster Pack Collectors Tin 2005,Japanese,BPT-JP,BPT,Collectible tin,2005-01-20,Set Card Lists:Booster Pack Collectors Tin 2005 (OCG-JP),Set Card Galleries:Booster Pack Collectors Tin 2005 (OCG-JP),https://ms.yugipedia.com//a/aa/BPT3-PromoJP.png
Booster Pack Collectors Tin 2006,Japanese,BPT-JP,BPT,Collectible tin,2006-01-19,Set Card Lists:Booster Pack Collectors Tin 2006 (OCG-JP),Set Card Galleries:Booster Pack Collectors Tin 2006 (OCG-JP),https://ms.yugipedia.com//e/e1/BPT4-PromoJP.png
Booster Pack Collectors Tin 2007,Japanese,BPCT-JP,BPCT,Collectible tin,2007-01-18,Set Card Lists:Booster Pack Collectors Tin 2007 (OCG-JP),Set Card Galleries:Booster Pack Collectors Tin 2007 (OCG-JP),https://ms.yugipedia.com//9/99/BPCT-PromoJP.jpg
Booster R1,Japanese,B1,B1,Booster pack,2000-06-23,Set Card Lists:Booster R1 (OCG-JP),Set Card Galleries:Booster R1 (OCG-JP),https://ms.yugipedia.com//3/38/BR1-HousingMount.png
Booster R2,Japanese,B2,B2,Booster pack,2000-09-09,Set Card Lists:Booster R2 (OCG-JP),Set Card Galleries:Booster R2 (OCG-JP),https://ms.yugipedia.com//0/05/BR2-HousingMount.png
Booster R3,Japanese,B3-JP,B3,Booster pack,2000-11-23,Set Card Lists:Booster R3 (OCG-JP),Set Card Galleries:Booster R3 (OCG-JP),https://ms.yugipedia.com//c/c7/B3-BoosterJP.jpg
Booster SP: Destiny Soldiers,Japanese,SPDS-JP,SPDS,Booster pack,2016-08-06,Set Card Lists:Booster SP: Destiny Soldiers (OCG-JP),Set Card Galleries:Booster SP: Destiny Soldiers (OCG-JP),https://ms.yugipedia.com//0/08/SPDS-BoosterJP.png
Booster SP: Fusion Enforcers,Japanese,SPFE-JP,SPFE,Booster pack,2016-11-12,Set Card Lists:Booster SP: Fusion Enforcers (OCG-JP),Set Card Galleries:Booster SP: Fusion Enforcers (OCG-JP),https://ms.yugipedia.com//6/69/SPFE-BoosterJP.png
Booster SP: High-Speed Riders,Japanese,SPHR-JP,SPHR,Booster pack,2015-08-22,Set Card Lists:Booster SP: High-Speed Riders (OCG-JP),Set Card Galleries:Booster SP: High-Speed Riders (OCG-JP),https://ms.yugipedia.com//b/b7/SPHR-BoosterJP.png
Booster SP: Raging Masters,Japanese,SPRG-JP,SPRG,Booster pack,2014-08-09,Set Card Lists:Booster SP: Raging Masters (OCG-JP),Set Card Galleries:Booster SP: Raging Masters (OCG-JP),https://ms.yugipedia.com//1/1d/SPRG-BoosterJP.png
Booster SP: Tribe Force,Japanese,SPTR-JP,SPTR,Booster pack,2014-10-11,Set Card Lists:Booster SP: Tribe Force (OCG-JP),Set Card Galleries:Booster SP: Tribe Force (OCG-JP),https://ms.yugipedia.com//a/a1/SPTR-BoosterJP.png
Booster SP: Wing Raiders,Japanese,SPWR-JP,SPWR,Booster pack,2015-11-14,Set Card Lists:Booster SP: Wing Raiders (OCG-JP),Set Card Galleries:Booster SP: Wing Raiders (OCG-JP),https://ms.yugipedia.com//4/49/SPWR-BoosterJP.png
Boss Duel,Japanese,BD-JP,BD,,2014-05-25,Set Card Lists:Boss Duel (OCG-JP),Set Card Galleries:Boss Duel (OCG-JP),
Breakers of Shadow,Japanese,BOSH-JP,BOSH,Booster pack,2015-10-17,Set Card Lists:Breakers of Shadow (OCG-JP),Set Card Galleries:Breakers of Shadow (OCG-JP),https://ms.yugipedia.com//5/54/BOSH-BoosterEN.png
Burst of Destiny,Japanese,BODE-JP,BODE,Booster pack,2021-07-17,Set Card Lists:Burst of Destiny (OCG-JP),Set Card Galleries:Burst of Destiny (OCG-JP),https://ms.yugipedia.com//4/4a/BODE-BoosterEN.png
Burst of Destiny +1 Bonus Pack,Japanese,BODE-JPS,BODE,Booster pack,2021-07-17,Set Card Lists:Burst of Destiny +1 Bonus Pack (OCG-JP),Set Card Galleries:Burst of Destiny +1 Bonus Pack (OCG-JP),https://ms.yugipedia.com//5/59/BODE-BoosterJP-BonusPack.png
Card-labo Jumble Fes.2018 promotional card,Japanese,PREV-JP,PREV,Promotional card,2018-09-08,Set Card Lists:Card-labo Jumble Fes.2018 promotional card (OCG-JP),Set Card Galleries:Card-labo Jumble Fes.2018 promotional card (OCG-JP),https://ms.yugipedia.com//b/b7/PREV-PromoJP-JumbleFes2018.png
